,Actual,Prediticion
16641,339000.0,
4917,620000.0,[520569.25]
6366,817000.0,[789275.0]
15842,465000.0,
19116,235000.0,
20747,265000.0,
10609,375000.0,
5434,665000.0,[607672.8125]
7566,860000.0,
13255,840000.0,
4937,1400000.0,[560461.1875]
11273,436000.0,
8868,350000.0,
11093,1295000.0,
502,342000.0,[593481.0]
7542,1050000.0,
14997,731688.0,
809,361000.0,[289046.96875]
13223,543000.0,
6007,464625.0,[1297429.375]
19221,218250.0,
3142,215000.0,[240019.921875]
8622,114975.0,
8307,305000.0,
11806,512000.0,
14973,240000.0,
3559,540000.0,[1097455.0]
17547,419950.0,
20677,274950.0,
1222,130000.0,[191390.75]
2324,437000.0,[687264.0]
18950,268000.0,
1676,2250000.0,[473751.5625]
7589,367500.0,
1842,824500.0,[987665.3125]
11936,875909.0,
465,80000.0,[329997.84375]
8821,250000.0,
9971,235000.0,
8689,715000.0,
3380,485000.0,[587402.875]
9076,1325000.0,
4185,393500.0,[510775.875]
15437,990000.0,
4393,353000.0,[401286.8125]
9950,445000.0,
12293,198000.0,
7431,575000.0,
20929,600000.0,
8960,675000.0,
14294,396500.0,
4646,289950.0,[670738.75]
10147,245000.0,
18356,299950.0,
20933,1550000.0,
18334,480000.0,
20244,1333000.0,
20708,305000.0,
19029,700000.0,
9630,297300.0,
21490,529000.0,
8650,510000.0,
1412,245000.0,[560198.25]
9783,340000.0,
11492,499000.0,
3841,585000.0,[232736.046875]
15620,180000.0,
2120,723000.0,[550625.1875]
5900,595000.0,[411034.5]
18235,383000.0,
10404,965000.0,
6518,1339000.0,
8123,220000.0,
6645,378000.0,
16670,775000.0,
9390,820000.0,
13922,572500.0,
3835,889000.0,[499188.09375]
8156,503000.0,
16927,609000.0,
9500,367500.0,
12655,800000.0,
12757,425000.0,
3888,680000.0,[414693.4375]
5244,370000.0,[282917.1875]
21380,542525.0,
21101,277140.0,
12744,975000.0,
14332,353500.0,
5591,235000.0,[313053.03125]
20679,795000.0,
2807,522000.0,[348756.40625]
17237,569950.0,
16229,710000.0,
8550,350000.0,
1081,825000.0,[582801.4375]
14220,441000.0,
9341,339950.0,
16237,216500.0,
9276,329000.0,
15971,620000.0,
5041,440000.0,[350064.125]
10410,422800.0,
3645,554663.0,[534021.75]
15745,912000.0,
9323,1362500.0,
404,322500.0,[425385.375]
6028,975000.0,[359326.5625]
7301,409000.0,
19059,218000.0,
14258,760000.0,
16541,435000.0,
9041,258000.0,
18416,410000.0,
13756,86500.0,
20437,344000.0,
16176,375000.0,
11966,550000.0,
18750,465000.0,
7610,449000.0,
17959,185000.0,
196,423000.0,[1503557.625]
7964,620000.0,
16069,535000.0,
5855,775000.0,[486648.5625]
12814,535000.0,
8782,825000.0,
20530,799000.0,
17308,518000.0,
17206,420000.0,
12157,552775.0,
10648,950000.0,
21169,855000.0,
12860,446000.0,
8364,414500.0,
13818,549000.0,
21100,712198.0,
12216,359950.0,
16448,1875000.0,
13068,1698890.0,
18340,470000.0,
14822,2600000.0,
3345,425000.0,[454635.5625]
12165,438000.0,
6420,585000.0,[874992.0]
8461,140000.0,
12646,890000.0,
16264,315000.0,
17264,255000.0,
8747,233000.0,
21606,1007500.0,
15486,335000.0,
9704,260000.0,
12474,300000.0,
9702,305000.0,
9709,348000.0,
13137,378000.0,
21420,299950.0,
15381,276000.0,
4645,280000.0,[275984.4375]
7463,830200.0,
4013,2400000.0,[389634.03125]
6050,295000.0,[528275.0625]
21287,625000.0,
9838,750000.0,
4196,581000.0,[697353.9375]
15553,2300000.0,
14151,950000.0,
7435,455000.0,
14978,475000.0,
5673,299500.0,[272553.59375]
13776,402500.0,
1818,1430000.0,[424349.875]
6966,640000.0,
1745,541100.0,[382660.5625]
17843,299000.0,
6698,185000.0,
14977,385000.0,
16048,361810.0,
13722,1160000.0,
9250,243000.0,
2457,408000.0,[870976.4375]
8129,287000.0,
2890,210500.0,[1394822.125]
17812,592500.0,
17517,380000.0,
16974,580000.0,
19110,715000.0,
19978,358000.0,
2660,523000.0,[515451.3125]
1398,465000.0,[381492.5625]
3364,418000.0,[204259.6875]
18958,394250.0,
17845,249500.0,
16335,1350000.0,
